sale_id,sale_date,product_name,region_name,channel,quantity,unit_price,customer_age,customer_satisfaction_score,marketing_spend,discount_percent,gross_revenue,discount_amount,net_revenue
SAL-000216,2025-04-29,Monitor,North America,Direct Sales,3,567.84,39,3.2,123.46,0.0,1703.52,0.0,1703.52
SAL-000217,2025-07-13,Camera,North America,Online,1,627.6,41,2.8,1.61,0.0,627.6,0.0,627.6
SAL-000218,2025-06-17,Laptop,Latin America,Retail Store,1,2494.38,49,2.6,11.23,0.0,2494.38,0.0,2494.38
SAL-000219,2025-06-26,Smart Watch,Latin America,Online,1,208.82,31,2.4,13.37,0.0,208.82,0.0,208.82
SAL-000220,2025-04-15,Laptop,Asia Pacific,Online,3,2047.14,31,1.5,0.48,0.0,6141.42,0.0,6141.42
SAL-000221,2025-07-11,Headphones,North America,Retail Store,11,316.1,26,3.8,11.91,14.1,3477.1000000000004,490.2711,2986.8289000000004
SAL-000222,2025-04-09,Smartphone,Europe,Online,1,388.27,52,2.6,16.16,12.5,388.27,48.53375,339.73625
SAL-000223,2025-06-29,Headphones,Asia Pacific,Partner Channel,2,210.81,51,2.6,5.76,0.0,421.62,0.0,421.62
SAL-000224,2025-07-12,Laptop,North America,Direct Sales,3,2229.48,63,3.3,32.31,0.0,6688.4400000000005,0.0,6688.4400000000005
SAL-000225,2025-03-16,Speaker,Asia Pacific,Online,3,354.67,23,3.7,33.43,0.0,1064.01,0.0,1064.01
SAL-000226,2025-06-16,Headphones,North America,Online,3,288.08,33,3.7,1.85,0.0,864.24,0.0,864.24
SAL-000227,2025-07-29,Speaker,Asia Pacific,Online,3,482.6,26,2.5,37.25,0.0,1447.8000000000002,0.0,1447.8000000000002
SAL-000228,2025-05-26,Camera,North America,Online,14,696.31,52,3.9,7.7,0.0,9748.34,0.0,9748.34
SAL-000229,2025-07-28,Smartphone,Middle East & Africa,Online,2,373.95,45,,12.03,0.0,747.9,0.0,747.9
SAL-000230,2025-07-16,Tablet,Asia Pacific,Partner Channel,2,272.83,43,5.0,0.43,24.4,545.66,133.14103999999998,412.51896
SAL-000231,2025-04-24,Smart Watch,Middle East & Africa,Retail Store,5,281.77,56,3.9,25.05,0.0,1408.85,0.0,1408.85
SAL-000232,2025-05-26,Laptop,North America,Direct Sales,3,1017.76,30,2.5,16.97,13.8,3053.2799999999997,421.35264,2631.9273599999997
SAL-000233,2025-06-03,Headphones,North America,Online,1,380.08,40,3.5,25.95,0.0,380.08,0.0,380.08
SAL-000234,2025-07-09,Monitor,Latin America,Partner Channel,3,852.76,35,4.0,14.07,0.0,2558.2799999999997,0.0,2558.2799999999997
SAL-000235,2025-06-22,Monitor,Asia Pacific,Partner Channel,7,873.6,25,4.2,7.88,0.0,6115.2,0.0,6115.2
SAL-000236,2024-11-21,Monitor,North America,Online,2,949.91,42,3.1,42.56,0.0,1899.82,0.0,1899.82
SAL-000237,2025-07-15,Tablet,Latin America,Retail Store,6,503.51,65,4.7,10.65,0.0,3021.06,0.0,3021.06
SAL-000238,2025-07-08,Camera,Asia Pacific,Partner Channel,1,1304.04,53,4.3,1.74,0.0,1304.04,0.0,1304.04
SAL-000239,2025-06-22,Smartphone,North America,Retail Store,2,308.4,53,3.2,3.42,0.0,616.8,0.0,616.8
SAL-000240,2025-06-11,Smartphone,Asia Pacific,Online,7,959.76,52,3.1,20.2,0.0,6718.32,0.0,6718.32
SAL-000241,2025-07-29,Speaker,North America,Retail Store,3,404.4,20,2.9,2.42,0.0,1213.1999999999998,0.0,1213.1999999999998
SAL-000242,2025-07-08,Tablet,Middle East & Africa,Online,1,725.99,58,3.3,54.33,0.0,725.99,0.0,725.99
SAL-000243,2025-06-06,Headphones,Europe,Retail Store,2,187.03,51,3.0,1.46,0.0,374.06,0.0,374.06
SAL-000244,2025-06-06,Monitor,Asia Pacific,Online,1,584.78,56,4.9,20.56,17.1,584.78,99.99738,484.78261999999995
SAL-000245,2025-05-23,Speaker,North America,Partner Channel,2,422.0,28,3.8,0.6,11.7,844.0,98.74799999999999,745.252
SAL-000246,2025-04-28,Monitor,Asia Pacific,Retail Store,2,766.14,24,,5.97,0.0,1532.28,0.0,1532.28
SAL-000247,2025-06-25,Tablet,North America,Retail Store,2,253.16,40,4.0,8.2,0.0,506.32,0.0,506.32
SAL-000248,2025-05-30,Speaker,North America,Online,3,414.26,33,4.5,21.21,16.8,1242.78,208.78704000000002,1033.99296
SAL-000249,2025-07-17,Laptop,North America,Online,2,1415.8,39,1.9,8.87,23.8,2831.6,673.9208,2157.6792
SAL-000250,2025-07-11,Laptop,Latin America,Partner Channel,1,1530.42,44,3.1,6.13,0.0,1530.42,0.0,1530.42
SAL-000251,2025-06-20,Camera,North America,Retail Store,2,613.57,18,3.4,19.61,0.0,1227.14,0.0,1227.14
SAL-000252,2025-05-03,Monitor,Asia Pacific,Online,11,327.13,47,4.3,78.44,0.0,3598.43,0.0,3598.43
SAL-000253,2025-07-25,Monitor,North America,Online,1,245.64,42,3.1,7.18,10.4,245.64,25.54656,220.09344
SAL-000254,2025-05-05,Smart Watch,Asia Pacific,Online,3,352.38,31,,1.62,0.0,1057.1399999999999,0.0,1057.1399999999999
SAL-000255,2025-03-09,Smart Watch,Europe,Online,1,212.66,46,3.1,0.55,0.0,212.66,0.0,212.66
SAL-000256,2025-05-25,Camera,Europe,Direct Sales,2,1941.43,36,3.3,9.04,0.0,3882.86,0.0,3882.86
SAL-000257,2025-05-12,Headphones,North America,Retail Store,2,393.45,41,2.7,9.35,0.0,786.9,0.0,786.9
SAL-000258,2024-12-27,Smartphone,North America,Online,1,847.67,32,3.2,7.22,0.0,847.67,0.0,847.67
SAL-000259,2025-04-06,Smart Watch,Europe,Online,1,402.55,43,4.2,1.75,0.0,402.55,0.0,402.55
SAL-000260,2025-05-17,Speaker,North America,Retail Store,2,317.42,22,,43.7,0.0,634.84,0.0,634.84
SAL-000261,2025-04-07,Camera,Europe,Online,2,1470.44,45,5.0,1.61,15.3,2940.88,449.95464,2490.92536
SAL-000262,2025-04-22,Smartphone,North America,Partner Channel,2,713.32,30,2.9,1.8,0.0,1426.64,0.0,1426.64
SAL-000263,2025-07-05,Laptop,Europe,Online,3,2086.48,33,4.0,15.0,0.0,6259.4400000000005,0.0,6259.4400000000005
SAL-000264,2024-11-20,Tablet,North America,Online,2,663.21,48,3.5,19.34,0.0,1326.42,0.0,1326.42
SAL-000265,2025-06-18,Headphones,Asia Pacific,Partner Channel,2,86.92,53,3.0,33.38,0.0,173.84,0.0,173.84
SAL-000266,2025-07-16,Camera,North America,Partner Channel,3,1237.33,60,4.7,15.99,12.9,3711.99,478.84671,3233.14329
SAL-000267,2025-03-04,Headphones,North America,Retail Store,2,236.56,30,4.6,29.19,0.0,473.12,0.0,473.12
SAL-000268,2025-03-10,Monitor,Middle East & Africa,Online,3,421.52,31,2.9,56.11,18.1,1264.56,228.88536000000002,1035.67464
SAL-000269,2025-07-20,Smartphone,Asia Pacific,Online,1,696.29,40,3.5,17.59,0.0,696.29,0.0,696.29
SAL-000270,2025-01-06,Smartphone,Middle East & Africa,Retail Store,9,675.98,25,3.8,32.05,0.0,6083.82,0.0,6083.82
SAL-000271,2025-06-26,Smart Watch,North America,Retail Store,6,223.01,59,3.7,33.14,0.0,1338.06,0.0,1338.06
SAL-000272,2025-07-25,Camera,North America,Partner Channel,1,1570.39,40,4.9,12.39,0.0,1570.39,0.0,1570.39
SAL-000273,2025-07-07,Monitor,Latin America,Retail Store,3,576.93,36,1.7,26.43,0.0,1730.79,0.0,1730.79
SAL-000274,2025-07-05,Headphones,Asia Pacific,Partner Channel,1,110.82,35,3.2,1.53,12.0,110.82,13.298399999999999,97.52159999999999
SAL-000275,2025-06-24,Monitor,Asia Pacific,Retail Store,2,799.06,49,3.5,9.56,0.0,1598.12,0.0,1598.12
SAL-000276,2024-12-09,Smartphone,North America,Retail Store,3,870.73,52,2.9,1.08,0.0,2612.19,0.0,2612.19
SAL-000277,2025-07-18,Headphones,North America,Partner Channel,1,349.51,48,2.7,11.85,0.0,349.51,0.0,349.51
SAL-000278,2025-06-16,Smartphone,North America,Online,2,574.78,50,2.2,69.64,22.4,1149.56,257.50143999999995,892.0585599999999
SAL-000279,2025-05-03,Camera,Asia Pacific,Online,12,1661.52,41,4.1,20.55,0.0,19938.239999999998,0.0,19938.239999999998
SAL-000280,2025-07-22,Smart Watch,Europe,Partner Channel,2,351.17,18,4.2,37.64,0.0,702.34,0.0,702.34
SAL-000281,2025-07-22,Headphones,North America,Retail Store,3,197.89,35,3.8,29.32,0.0,593.67,0.0,593.67
SAL-000282,2025-07-09,Laptop,Asia Pacific,Partner Channel,4,2348.31,26,4.7,17.68,10.6,9393.24,995.6834399999999,8397.556559999999
SAL-000283,2025-03-28,Smart Watch,Asia Pacific,Retail Store,3,200.66,35,3.2,0.19,0.0,601.98,0.0,601.98
SAL-000284,2025-06-22,Smart Watch,Europe,Online,2,285.57,50,2.6,1.23,0.0,571.14,0.0,571.14
SAL-000285,2025-03-12,Smart Watch,Asia Pacific,Retail Store,3,533.52,36,3.7,23.74,5.7,1600.56,91.23192,1509.32808
SAL-000286,2025-06-07,Tablet,Latin America,Retail Store,1,797.26,26,4.0,1.48,0.0,797.26,0.0,797.26
SAL-000287,2025-03-07,Camera,Latin America,Partner Channel,6,1470.72,45,5.0,5.63,0.0,8824.32,0.0,8824.32
SAL-000288,2025-07-07,Tablet,Asia Pacific,Retail Store,2,460.76,36,4.3,14.01,0.0,921.52,0.0,921.52
SAL-000289,2025-05-31,Speaker,Asia Pacific,Online,10,336.68,26,3.6,12.13,14.8,3366.8,498.28640000000007,2868.5136
SAL-000290,2025-05-27,Camera,Asia Pacific,Retail Store,15,1920.85,65,3.9,1.1,0.0,28812.75,0.0,28812.75
SAL-000291,2025-07-12,Monitor,Europe,Online,2,489.48,32,2.7,88.97,0.0,978.96,0.0,978.96
SAL-000292,2025-07-05,Monitor,North America,Retail Store,7,585.63,27,,10.9,0.0,4099.41,0.0,4099.41
SAL-000293,2025-07-29,Monitor,North America,Online,1,206.13,34,2.7,40.56,0.0,206.13,0.0,206.13
SAL-000294,2025-06-09,Camera,North America,Direct Sales,2,1220.27,28,3.6,28.8,7.3,2440.54,178.15941999999998,2262.38058
SAL-000295,2025-07-04,Camera,Latin America,Retail Store,1,1211.86,33,3.3,7.53,0.0,1211.86,0.0,1211.86
SAL-000296,2025-06-27,Smartphone,Latin America,Retail Store,1,669.92,19,4.2,26.04,0.0,669.92,0.0,669.92
SAL-000297,2025-01-24,Camera,North America,Retail Store,1,1713.92,39,3.3,17.4,0.0,1713.92,0.0,1713.92
SAL-000298,2025-07-22,Laptop,Europe,Online,2,1452.53,35,2.5,34.78,0.0,2905.06,0.0,2905.06
SAL-000299,2025-07-25,Headphones,Europe,Direct Sales,3,78.06,52,4.4,13.48,0.0,234.18,0.0,234.18
SAL-000300,2025-06-05,Smart Watch,Asia Pacific,Direct Sales,3,154.56,49,3.7,38.62,0.0,463.68,0.0,463.68
SAL-000301,2025-07-22,Smart Watch,North America,Retail Store,1,556.1,18,3.3,9.98,0.0,556.1,0.0,556.1
SAL-000302,2025-06-08,Smart Watch,North America,Retail Store,3,169.68,53,2.8,15.85,0.0,509.04,0.0,509.04
SAL-000303,2025-04-08,Smart Watch,Europe,Retail Store,13,461.62,26,2.9,23.34,0.0,6001.06,0.0,6001.06
SAL-000304,2025-06-24,Headphones,Latin America,Partner Channel,3,329.43,36,4.4,3.84,0.0,988.29,0.0,988.29
SAL-000305,2025-06-07,Tablet,Asia Pacific,Retail Store,3,422.7,26,,2.74,13.6,1268.1,172.4616,1095.6383999999998
SAL-000306,2025-07-20,Headphones,North America,Online,1,361.53,38,3.5,25.33,0.0,361.53,0.0,361.53
SAL-000307,2025-07-05,Laptop,Europe,Online,3,921.91,49,4.6,11.34,9.4,2765.73,259.97862,2505.75138
SAL-000308,2024-11-06,Speaker,Asia Pacific,Online,1,281.6,32,3.3,17.6,0.0,281.6,0.0,281.6
SAL-000309,2025-01-11,Smart Watch,North America,Online,1,322.89,24,3.0,0.59,0.0,322.89,0.0,322.89
SAL-000310,2025-05-06,Smart Watch,North America,Direct Sales,3,356.34,46,3.2,27.71,21.5,1069.02,229.83929999999998,839.1807
SAL-000311,2024-11-23,Camera,Middle East & Africa,Online,3,861.45,19,2.4,19.49,8.1,2584.3500000000004,209.33235000000005,2375.0176500000002
SAL-000312,2025-06-11,Speaker,Asia Pacific,Partner Channel,10,316.68,18,3.4,3.0,0.0,3166.8,0.0,3166.8
SAL-000313,2025-07-17,Smart Watch,North America,Online,3,175.94,38,3.7,10.67,16.6,527.8199999999999,87.61811999999999,440.20187999999996
SAL-000314,2025-07-21,Monitor,Asia Pacific,Retail Store,3,555.23,41,4.2,12.64,17.4,1665.69,289.83006,1375.85994
SAL-000315,2025-07-16,Smartphone,North America,Retail Store,3,655.62,19,3.7,49.88,23.2,1966.8600000000001,456.31152,1510.5484800000002
SAL-000316,2025-05-14,Tablet,Latin America,Online,1,520.03,33,3.8,39.52,10.5,520.03,54.60314999999999,465.42685
SAL-000317,2025-03-26,Headphones,North America,Retail Store,3,380.41,37,4.1,29.88,0.0,1141.23,0.0,1141.23
SAL-000318,2025-06-06,Monitor,North America,Online,1,500.26,30,4.4,17.9,0.0,500.26,0.0,500.26
SAL-000319,2025-06-19,Laptop,Latin America,Direct Sales,5,1781.37,52,3.5,43.38,0.0,8906.849999999999,0.0,8906.849999999999
SAL-000320,2025-06-08,Laptop,North America,Online,6,2425.28,35,4.5,46.93,0.0,14551.68,0.0,14551.68
SAL-000321,2025-03-17,Laptop,Latin America,Online,10,906.18,65,3.5,65.22,0.0,9061.8,0.0,9061.8
SAL-000322,2025-07-28,Smart Watch,Asia Pacific,Retail Store,4,364.58,28,3.8,5.34,12.2,1458.32,177.91503999999998,1280.4049599999998
SAL-000323,2025-04-23,Camera,North America,Direct Sales,3,846.02,49,3.9,10.47,0.0,2538.06,0.0,2538.06
SAL-000324,2025-07-29,Monitor,Latin America,Retail Store,1,790.3,43,3.3,21.98,0.0,790.3,0.0,790.3
SAL-000325,2025-05-26,Headphones,Latin America,Retail Store,2,318.14,37,3.1,1.21,0.0,636.28,0.0,636.28
SAL-000326,2025-06-28,Headphones,North America,Online,3,192.49,39,3.2,73.76,0.0,577.47,0.0,577.47
SAL-000327,2025-07-25,Smartphone,Europe,Online,1,1159.6,38,2.9,39.56,19.1,1159.6,221.4836,938.1163999999999
SAL-000328,2025-07-26,Tablet,Europe,Online,2,243.74,28,2.5,40.68,23.6,487.48,115.04528,372.43472
SAL-000329,2025-06-28,Smart Watch,North America,Retail Store,3,557.75,45,2.8,57.94,17.1,1673.25,286.12575000000004,1387.1242499999998
SAL-000330,2025-07-03,Laptop,North America,Partner Channel,2,1901.29,18,3.9,8.82,0.0,3802.58,0.0,3802.58
SAL-000331,2025-06-01,Smart Watch,Asia Pacific,Online,3,182.3,48,3.7,40.74,0.0,546.9000000000001,0.0,546.9000000000001
SAL-000332,2025-06-11,Tablet,North America,Partner Channel,11,512.1,37,2.4,3.34,7.7,5633.1,433.74870000000004,5199.3513
SAL-000333,2025-05-31,Speaker,Asia Pacific,Online,2,121.73,38,3.3,1.2,0.0,243.46,0.0,243.46
SAL-000334,2025-07-10,Tablet,North America,Partner Channel,3,624.19,27,4.7,1.07,0.0,1872.5700000000002,0.0,1872.5700000000002
SAL-000335,2025-07-03,Camera,Latin America,Online,3,832.63,41,3.5,14.22,23.2,2497.89,579.5104799999999,1918.37952
SAL-000336,2025-07-01,Tablet,North America,Retail Store,1,778.45,18,3.7,15.02,19.1,778.45,148.68395,629.7660500000001
SAL-000337,2025-07-29,Tablet,Asia Pacific,Retail Store,2,300.17,39,3.7,5.31,7.1,600.34,42.62414,557.71586
SAL-000338,2025-04-29,Monitor,North America,Online,2,715.32,38,4.1,14.17,0.0,1430.64,0.0,1430.64
SAL-000339,2025-06-23,Smart Watch,Europe,Online,2,244.0,52,,47.49,9.2,488.0,44.896,443.104
SAL-000340,2025-05-26,Smartphone,Latin America,Online,2,725.05,49,4.6,8.75,0.0,1450.1,0.0,1450.1
SAL-000341,2025-07-21,Smartphone,Asia Pacific,Online,11,886.48,23,4.9,31.22,9.0,9751.28,877.6152000000001,8873.6648
SAL-000342,2025-03-19,Speaker,Europe,Online,2,214.96,38,2.5,7.79,0.0,429.92,0.0,429.92
SAL-000343,2025-04-12,Smartphone,Europe,Online,3,313.22,35,1.2,12.95,0.0,939.6600000000001,0.0,939.6600000000001
SAL-000344,2025-06-14,Smartphone,North America,Retail Store,3,835.62,38,4.2,16.98,0.0,2506.86,0.0,2506.86
SAL-000345,2025-07-07,Laptop,Asia Pacific,Retail Store,2,2115.79,35,4.0,4.63,0.0,4231.58,0.0,4231.58
SAL-000346,2025-07-28,Speaker,Asia Pacific,Retail Store,7,217.32,23,2.3,0.02,0.0,1521.24,0.0,1521.24
SAL-000347,2025-07-08,Smartphone,Middle East & Africa,Partner Channel,3,881.81,46,4.3,6.12,0.0,2645.43,0.0,2645.43
SAL-000348,2025-06-29,Laptop,North America,Online,1,1314.96,36,,34.4,14.5,1314.96,190.6692,1124.2908
SAL-000349,2025-07-26,Laptop,Middle East & Africa,Partner Channel,1,2428.24,38,4.0,32.91,0.0,2428.24,0.0,2428.24
SAL-000350,2025-07-25,Laptop,North America,Online,2,1421.66,42,2.5,38.0,16.6,2843.32,471.99112,2371.32888
SAL-000351,2025-07-20,Camera,Asia Pacific,Online,1,1697.8,23,4.3,10.59,0.0,1697.8,0.0,1697.8
SAL-000352,2025-03-02,Smart Watch,Europe,Partner Channel,3,280.73,34,3.6,1.59,0.0,842.19,0.0,842.19
SAL-000353,2025-07-29,Speaker,Europe,Online,1,352.37,38,4.1,6.92,0.0,352.37,0.0,352.37
SAL-000354,2025-06-18,Camera,North America,Online,2,1487.39,35,4.7,19.77,13.7,2974.78,407.54485999999997,2567.2351400000002
SAL-000355,2025-07-27,Monitor,Europe,Online,1,332.6,32,3.8,80.87,0.0,332.6,0.0,332.6
SAL-000356,2025-07-16,Laptop,Middle East & Africa,Retail Store,2,2417.43,38,4.1,4.51,0.0,4834.86,0.0,4834.86
SAL-000357,2025-06-25,Tablet,North America,Retail Store,1,556.14,43,3.8,21.24,0.0,556.14,0.0,556.14
SAL-000358,2025-07-19,Tablet,Asia Pacific,Online,2,486.14,54,4.2,4.44,0.0,972.28,0.0,972.28
SAL-000359,2025-06-10,Tablet,Europe,Online,13,662.98,22,4.1,9.7,0.0,8618.74,0.0,8618.74
SAL-000360,2025-04-07,Camera,North America,Online,1,1566.18,37,3.2,27.15,7.4,1566.18,115.89732000000002,1450.28268
SAL-000361,2025-07-09,Monitor,Latin America,Direct Sales,15,518.27,21,2.2,42.11,0.0,7774.049999999999,0.0,7774.049999999999
SAL-000362,2025-03-01,Camera,Europe,Online,2,1921.49,29,4.2,20.76,0.0,3842.98,0.0,3842.98
SAL-000363,2025-07-03,Camera,North America,Online,2,1450.61,19,3.6,0.99,0.0,2901.22,0.0,2901.22
SAL-000364,2025-07-27,Camera,Latin America,Online,9,680.35,39,,14.34,0.0,6123.150000000001,0.0,6123.150000000001
SAL-000365,2025-06-07,Headphones,Asia Pacific,Online,3,230.84,47,3.4,73.18,0.0,692.52,0.0,692.52
SAL-000366,2025-03-18,Headphones,Asia Pacific,Retail Store,1,196.81,20,3.5,13.42,0.0,196.81,0.0,196.81
SAL-000367,2025-07-17,Camera,Latin America,Online,2,930.5,38,3.9,13.17,0.0,1861.0,0.0,1861.0
SAL-000368,2025-04-21,Headphones,North America,Retail Store,2,342.54,46,4.8,2.47,22.5,685.08,154.143,530.937
SAL-000369,2025-06-13,Laptop,Europe,Online,1,1280.2,42,2.9,0.0,0.0,1280.2,0.0,1280.2
SAL-000370,2025-06-27,Speaker,North America,Direct Sales,82,309.0,29,3.0,10.87,9.6,927.0,88.992,838.008
SAL-000371,2025-07-29,Monitor,Middle East & Africa,Online,3,783.48,52,4.3,47.17,0.0,2350.44,0.0,2350.44
SAL-000372,2025-06-27,Monitor,North America,Retail Store,3,442.34,32,,6.95,0.0,1327.02,0.0,1327.02
SAL-000373,2025-03-12,Smart Watch,Middle East & Africa,Partner Channel,2,513.01,55,2.4,10.82,6.6,1026.02,67.71732,958.30268
SAL-000374,2025-06-12,Headphones,North America,Partner Channel,1,298.26,44,3.9,0.43,0.0,298.26,0.0,298.26
SAL-000375,2025-07-11,Smart Watch,North America,Retail Store,8,420.7,33,4.0,10.82,0.0,3365.6,0.0,3365.6
SAL-000376,2025-06-17,Monitor,Middle East & Africa,Partner Channel,3,495.42,50,4.3,6.19,23.4,1486.26,347.78484,1138.47516
SAL-000377,2025-05-19,Laptop,Latin America,Online,2,2039.27,31,4.0,10.59,0.0,4078.54,0.0,4078.54
SAL-000378,2025-07-05,Headphones,Latin America,Retail Store,2,392.48,43,5.0,44.09,0.0,784.96,0.0,784.96
SAL-000379,2025-06-18,Smartphone,North America,Partner Channel,4,642.47,29,4.7,0.26,21.8,2569.88,560.23384,2009.6461600000002
SAL-000380,2025-07-29,Monitor,Middle East & Africa,Online,1,762.96,47,2.8,42.47,0.0,762.96,0.0,762.96
SAL-000381,2025-06-12,Laptop,North America,Retail Store,2,2443.96,46,4.1,2.96,21.0,4887.92,1026.4632,3861.4568
SAL-000382,2025-06-11,Speaker,North America,Partner Channel,8,258.62,32,2.8,3.43,22.4,2068.96,463.44703999999996,1605.51296
SAL-000383,2025-05-23,Speaker,North America,Retail Store,3,418.67,52,4.0,35.48,0.0,1256.01,0.0,1256.01
SAL-000384,2025-07-29,Smartphone,North America,Retail Store,2,906.62,25,2.9,6.53,17.4,1813.24,315.50376,1497.73624
SAL-000385,2025-07-05,Camera,Europe,Online,3,1572.32,29,4.3,14.17,0.0,4716.96,0.0,4716.96
SAL-000386,2025-05-21,Laptop,North America,Online,2,1365.18,39,3.7,27.83,0.0,2730.36,0.0,2730.36
SAL-000387,2025-05-30,Speaker,Europe,Partner Channel,3,179.6,34,3.1,3.23,0.0,538.8,0.0,538.8
SAL-000388,2025-06-26,Tablet,North America,Retail Store,1,788.22,35,3.1,20.08,19.1,788.22,150.55002000000002,637.66998
SAL-000389,2025-06-27,Headphones,Europe,Online,2,171.28,36,2.1,7.82,0.0,342.56,0.0,342.56
SAL-000390,2025-07-09,Monitor,Middle East & Africa,Retail Store,2,725.4,36,3.9,1.45,17.0,1450.8,246.63600000000002,1204.164
SAL-000391,2025-06-01,Speaker,North America,Online,1,359.4,52,4.4,23.54,0.0,359.4,0.0,359.4
SAL-000392,2025-07-07,Camera,Europe,Partner Channel,4,833.75,44,3.8,2.26,16.8,3335.0,560.2800000000001,2774.72
SAL-000393,2025-05-18,Tablet,Europe,Online,1,608.07,19,4.0,14.96,0.0,608.07,0.0,608.07
SAL-000394,2025-01-21,Smart Watch,Latin America,Online,1,329.57,27,3.2,34.5,23.3,329.57,76.78981,252.78019
SAL-000395,2025-06-25,Smartphone,Europe,Retail Store,1,532.84,38,3.4,14.25,0.0,532.84,0.0,532.84
SAL-000396,2025-05-30,Monitor,Asia Pacific,Online,2,393.62,41,3.1,33.55,5.3,787.24,41.72372,745.51628
SAL-000397,2025-07-12,Speaker,North America,Online,9,185.76,37,2.7,32.99,0.0,1671.84,0.0,1671.84
SAL-000398,2025-06-04,Headphones,North America,Direct Sales,3,285.51,42,4.2,51.95,0.0,856.53,0.0,856.53
SAL-000399,2025-02-18,Speaker,North America,Retail Store,8,317.7,48,4.5,11.05,0.0,2541.6,0.0,2541.6
SAL-000400,2025-07-25,Tablet,Middle East & Africa,Retail Store,2,422.67,18,3.7,6.89,0.0,845.34,0.0,845.34
SAL-000401,2025-03-16,Tablet,Asia Pacific,Retail Store,3,599.88,21,4.4,18.34,13.6,1799.6399999999999,244.75104,1554.8889599999998
SAL-000402,2025-06-24,Monitor,Middle East & Africa,Online,7,719.46,31,4.3,14.67,0.0,5036.22,0.0,5036.22
SAL-000403,2025-07-28,Speaker,Europe,Online,1,220.42,47,3.3,2.78,0.0,220.42,0.0,220.42
SAL-000404,2025-05-04,Speaker,Asia Pacific,Online,1,263.87,34,3.1,1.83,0.0,263.87,0.0,263.87
SAL-000405,2025-07-17,Speaker,Latin America,Partner Channel,2,365.69,29,4.1,3.41,0.0,731.38,0.0,731.38
SAL-000406,2025-07-07,Smartphone,Europe,Retail Store,1,524.96,21,2.4,26.45,0.0,524.96,0.0,524.96
SAL-000407,2025-04-27,Laptop,Latin America,Direct Sales,3,1323.25,24,2.4,21.13,0.0,3969.75,0.0,3969.75
SAL-000408,2025-02-10,Speaker,North America,Online,1,450.53,40,5.0,5.39,22.2,450.53,100.01765999999999,350.51234
SAL-000409,2025-05-23,Tablet,Latin America,Retail Store,2,702.75,62,2.9,2.62,0.0,1405.5,0.0,1405.5
SAL-000410,2025-05-23,Headphones,Asia Pacific,Online,1,112.74,39,4.7,4.4,0.0,112.74,0.0,112.74
SAL-000411,2025-07-24,Smartphone,North America,Partner Channel,3,317.22,29,2.5,1.11,9.4,951.6600000000001,89.45604,862.20396
SAL-000412,2025-06-16,Tablet,North America,Online,2,564.65,21,3.1,6.2,0.0,1129.3,0.0,1129.3
SAL-000413,2025-01-18,Camera,Europe,Online,1,1386.08,54,1.7,29.8,0.0,1386.08,0.0,1386.08
SAL-000414,2025-05-18,Smartphone,Europe,Online,1,454.52,41,4.0,19.01,0.0,454.52,0.0,454.52
SAL-000415,2025-07-22,Headphones,North America,Online,2,261.97,43,3.0,5.77,0.0,523.94,0.0,523.94
SAL-000416,2025-06-30,Headphones,North America,Retail Store,3,363.49,34,,23.61,0.0,1090.47,0.0,1090.47
SAL-000417,2025-07-25,Tablet,Europe,Retail Store,2,484.55,24,4.2,0.15,0.0,969.1,0.0,969.1
SAL-000418,2025-05-13,Smartphone,Latin America,Partner Channel,3,782.09,37,4.8,4.06,20.8,2346.27,488.02416000000005,1858.24584
SAL-000419,2025-06-23,Smart Watch,Latin America,Partner Channel,2,232.55,28,3.4,4.91,0.0,465.1,0.0,465.1
SAL-000420,2025-04-23,Speaker,North America,Online,2,460.71,34,4.4,19.51,0.0,921.42,0.0,921.42
SAL-000421,2025-01-04,Smart Watch,Asia Pacific,Online,13,179.95,52,2.9,14.21,24.9,2339.35,582.49815,1756.85185
SAL-000422,2025-06-10,Smart Watch,North America,Online,2,294.52,30,3.2,11.53,0.0,589.04,0.0,589.04
SAL-000423,2025-06-22,Headphones,Asia Pacific,Retail Store,2,302.96,35,5.0,0.08,21.1,605.92,127.84912,478.07088
SAL-000424,2025-05-02,Headphones,North America,Partner Channel,2,241.95,54,4.1,13.93,21.1,483.9,102.1029,381.7971
SAL-000425,2025-06-16,Laptop,Asia Pacific,Retail Store,4,1038.55,29,3.9,3.25,0.0,4154.2,0.0,4154.2
SAL-000426,2025-03-19,Monitor,Latin America,Partner Channel,2,799.98,58,4.7,21.99,0.0,1599.96,0.0,1599.96
SAL-000427,2025-06-08,Smartphone,North America,Retail Store,1,869.15,26,4.5,3.39,11.3,869.15,98.21395,770.93605
SAL-000428,2025-07-13,Headphones,Europe,Direct Sales,3,125.22,21,3.5,2.4,0.0,375.65999999999997,0.0,375.65999999999997
SAL-000429,2025-05-19,Smartphone,Latin America,Retail Store,2,644.52,30,4.2,17.68,0.0,1289.04,0.0,1289.04
SAL-000430,2025-07-11,Laptop,Asia Pacific,Online,2,2396.42,28,3.1,29.66,0.0,4792.84,0.0,4792.84
SAL-000431,2025-07-15,Tablet,North America,Retail Store,1,557.18,44,4.3,21.46,0.0,557.18,0.0,557.18
SAL-000432,2025-07-17,Monitor,Asia Pacific,Online,5,270.71,32,3.2,7.51,0.0,1353.55,0.0,1353.55
